__v,_id,approved,audioPlayer,audioShuffle,audioSticky,audioVolume,audios,availabilityStatus,avatarPosition,avatarUrl,backgroundDuration,backgroundLoop,backgroundShuffle,backgrounds,bannerPosition,bannerUrl,bio,contactMethods,createdAt,customization,description,displayName,featured,featuredProjects,github,headline,isPremium,isStaff,isVerified,lastSeen,likes,linkedin,location,premiumFeatures,profileBackgroundPosition,profileBadges,profileImages,role,roles,slug,status,tags,tools,twitter,updatedAt,userId,username,verificationBadge,views,website,weeklyLikes,weeklyViews
"""696eacc7c29dd0c813cd0216""","""696eacc6c29dd0c813cd020e""",israelpowerw6708281,israelpowerw6708281,israelpowerw67,ישראל חזקה,ישראל לנצח,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Vue"",""React""]","[""Product Designer""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#10B981"",""secondaryColor"":""#8B5CF6"",""positioning"":""center"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:14:31.356Z,2026-01-19T22:14:31.372Z,2026-01-19T22:14:31.356Z,0
"""696eaccfc29dd0c813cd0240""","""696eaccec29dd0c813cd0233""",israelchrf764,israelchrf764,israelchrf,ישראל לנצח,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Python"",""NodeJS"",""React"",""Vue""]","[""Product Designer""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#3B82F6"",""positioning"":""center"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:14:39.075Z,2026-01-19T22:14:39.091Z,2026-01-19T22:14:39.075Z,0
"""696ead02c29dd0c813cd0274""","""696ead01c29dd0c813cd026c""",netanyahusupportersqm249,netanyahusupportersqm249,netanyahusupportersqm,תומך בישראל,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""JavaScript"",""Python""]","[""Marketing Manager""]",Software Engineer,[],[],false,center,[],"{""primaryColor"":""#F97316"",""secondaryColor"":""#8B5CF6"",""positioning"":""right"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:15:30.669Z,2026-01-19T22:15:30.692Z,2026-01-19T22:15:30.669Z,0
"""696ead0ac29dd0c813cd0285""","""696ead09c29dd0c813cd027d""",jerusalem7d8743,jerusalem7d8743,jerusalem7d,גאה להיות ישראלי,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""TypeScript"",""NodeJS"",""Python""]","[""Marketing Manager""]",Product Designer,[],[],false,center,[],"{""primaryColor"":""#10B981"",""secondaryColor"":""#8B5CF6"",""positioning"":""center"",""theme"":""blue"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:15:38.078Z,2026-01-19T22:15:38.094Z,2026-01-19T22:15:38.078Z,0
"""696ead11c29dd0c813cd029e""","""696ead10c29dd0c813cd0296""",netanyahurockscm85003,netanyahurockscm85003,netanyahurockscm8,תומך בנטניהו,ישראל חזקה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""TypeScript"",""Vue""]","[""Creative Director""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#3B82F6"",""secondaryColor"":""#3B82F6"",""positioning"":""left"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:15:45.699Z,2026-01-19T22:15:45.715Z,2026-01-19T22:15:45.699Z,0
"""696ead19c29dd0c813cd02af""","""696ead18c29dd0c813cd02a7""",idftyqek341467,idftyqek341467,idftyqek,תומך בנטניהו,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""React"",""Python""]","[""Product Designer""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#F97316"",""positioning"":""center"",""theme"":""blue"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:15:53.138Z,2026-01-19T22:15:53.155Z,2026-01-19T22:15:53.138Z,0
"""696ead20c29dd0c813cd02c0""","""696ead1fc29dd0c813cd02b8""",netanyahusupporterbd8356471,netanyahusupporterbd8356471,netanyahusupporterbd8,ישראל היא הבית שלי,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Python"",""Vue"",""NodeJS""]","[""Marketing Manager""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#8B5CF6"",""positioning"":""center"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:00.511Z,2026-01-19T22:16:00.527Z,2026-01-19T22:16:00.511Z,0
"""696ead28c29dd0c813cd02f5""","""696ead27c29dd0c813cd02d1""",netanyahubestud7p9528,netanyahubestud7p9528,netanyahubestud7p9,ישראל היא הבית שלי,ישראלי גאה,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Vue"",""JavaScript""]","[""Software Engineer""]",Product Designer,[],[],false,center,[],"{""primaryColor"":""#EC4899"",""secondaryColor"":""#8B5CF6"",""positioning"":""center"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:08.238Z,2026-01-19T22:16:08.251Z,2026-01-19T22:16:08.238Z,0
"""696ead30c29dd0c813cd0336""","""696ead2fc29dd0c813cd032e""",israelherojedr602,israelherojedr602,israelherojedr,ישראל היא הבית שלי,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""NodeJS"",""TypeScript""]","[""Creative Director""]",Software Engineer,[],[],false,center,[],"{""primaryColor"":""#F97316"",""secondaryColor"":""#EC4899"",""positioning"":""left"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:16.424Z,2026-01-19T22:16:16.438Z,2026-01-19T22:16:16.424Z,0
"""696ead37c29dd0c813cd0349""","""696ead36c29dd0c813cd033f""",israelixo23460,israelixo23460,israelixo,תומך בישראל,ישראל לנצח,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Python"",""TypeScript""]","[""Marketing Manager""]",Software Engineer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#8B5CF6"",""positioning"":""left"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:23.830Z,2026-01-19T22:16:23.843Z,2026-01-19T22:16:23.831Z,0
"""696ead3fc29dd0c813cd03bc""","""696ead3ec29dd0c813cd0396""",israeli7zu5617519,israeli7zu5617519,israeli7zu56,ישראל חזקה,תומך בנטניהו,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Python"",""TypeScript"",""JavaScript""]","[""Software Engineer""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#F97316"",""secondaryColor"":""#3B82F6"",""positioning"":""right"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:31.989Z,2026-01-19T22:16:32.004Z,2026-01-19T22:16:31.989Z,0
"""696ead47c29dd0c813cd03cd""","""696ead46c29dd0c813cd03c5""",netanyahup8905128,netanyahup8905128,netanyahup8,ישראל לנצח,תומך בנטניהו,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,https://files.catbox.moe/aetj2v.png,center,"Tel Aviv, Israel",open,offline,[],"[""Vue"",""NodeJS"",""TypeScript"",""Python""]","[""Software Engineer""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#3B82F6"",""secondaryColor"":""#EF4444"",""positioning"":""center"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:16:39.381Z,2026-01-19T22:16:39.398Z,2026-01-19T22:16:39.381Z,0
